BIW,Kol
BIX,Bijori
BIY,Birhor
BIZ,Baloi
BJA,Budza
BJB,Banggarla
BJC,Bariji
BJD,Bandjigali
BJE,Biao-jiao Mien
BJF,Bijil Neo-aramaic
BJG,Bidyogo
BJH,Bahinemo
BJI,Burji
BJJ,Kanauji
BJK,Barok
BJL,Bulu
BJM,Bajelan
BJN,Banjar
BJO,"Banda, Mid-southern"
BJQ,"Malagasy, Southern Betsimisaraka"
BJR,Binumarien
BJS,Bajan
BJT,Balanta-ganja
BJU,Busuu
BJY,Bayali
BKA,Kyak
BKB,"Bontoc, Eastern"
BKC,Baka
BKD,Binukid
BKE,Bengkulu
BKF,Beeke
BKG,Buraka
BKH,Bakoko
BKI,Baki
BKJ,Pande
BKK,Brokskat
BKL,"Bicolano, Central"
BKM,Kom
BKN,Bukitan
BKO,Kwa'
BKP,Boko
BKQ,Bakairí
BKR,Bakumpai
BKS,"Sorsogon, Masbate"
BKT,Boloki
BKU,Buhid
BKV,Bekwarra
BKW,Bekwel
BKX,Baikeno
BKY,Bokyi
BKZ,Bungku
BLA,Ban Khor Sign Language
BLB,Bilua
BLC,Blackfoot
BLD,Bolango
BLE,Balanta-kentohe
BLF,Buol
BLG,Bulgarian
BLH,Kuwaa
BLI,Bolia
BLJ,Bolongan
BLK,"Karen, Pa'o"
BLL,Biloxi
BLM,Beli
BLN,"Bicolano, Southern Catanduanes"
BLO,Anii
BLP,Blablanga
BLQ,Baluan-pam
BLR,Blang
BLS,Balaesang
BLT,Tai Dam
BLU,Hmong Njua
BLV,Bolo
BLW,Balangao
BLX,"Ayta, Mag-indi"
BLY,Norte
BLZ,Balantak
BMA,Lame
BMB,Bembe
BMC,Biem
BMD,Baga Manduri
BME,Bomassa
BMF,Bom
BMG,Bamwe
BMH,Kein
BMI,Bagirmi
BMJ,Bote-majhi
BMK,Ghayavi
BML,Bomboli
BMM,"Malagasy, Northern Betsimisaraka"
BMN,Bina
BMO,Bambalang
BMP,Bulgebi
BMQ,Bomu
BMR,Muinane
BMS,Burmese
BMT,Biao Mien
BMU,Burum-mindik
BMV,Bum
BMW,Bomwali
BMX,Baimak
BMY,Bemba
BMZ,Baramu
BNA,Bonerate
BNB,Baukan
BNC,"Bontoc, Central"
BND,Banda
BNE,Bintauna
BNF,Masiwang
BNG,Bengali
BNH,Banawá
BNI,Bangi
BNJ,"Tawbuid, Eastern"
BNK,Bierebo
BNL,Boon
BNM,Batanga
BNN,Bunun
BNO,Bantoanon
BNP,Bola
BNQ,Bantik
BNR,Butmas-tur
BNS,Bundeli
BNT,Touo
BNU,Bentong
BNV,Bonerif
BNW,Bisis
BNX,Bangubangu
BNY,Bintulu
BNZ,Beezen
BOA,Bora
BOB,Boni
BOC,"Kenyah, Bakung"
BOD,Boga
BOE,Mundabli
BOF,Bolon
BOG,Bamako Sign Language
BOH,Boma
BOI,Barbareño
BOJ,Anjam
BOK,Bonjo
BOL,Bole
BOM,Berom
BOO,"Bozo, Tièma Cièwè"
BOP,Bonkiman
BOQ,Bogaya
BOR,Borôro
BOS,Boselewa
BOT,Bongo
BOU,Bondei
BOV,Tuwili
BOW,Rema
BOX,Buamu
BOY,Bodo
BOZ,"Bozo, Tiéyaxo"
BPA,Dakaka
BPB,Barbacoas
BPD,Banda-banda
BPG,Bonggo
BPH,Botlikh
BPI,Bagupi
BPK,Orowe
BPL,Broome Pearling Lugger Pidgin
BPM,Biyom
BPN,Ba Pai
BPO,Anasi
BPP,Kaure
BPQ,"Malay, Banda"
BPR,Bugis
BPT,Barrow Point
BPU,Bongu
BPV,"Marind, Bian"
BPW,Bo
BPX,"Bareli, Palya"
BPY,Bishnupria Manipuri
BQA,Tchumbuli
BQB,Bagusa
BQC,Boko
BQD,Bung
BQE,"Basque, Navarro-labourdin"
BQF,Baga Kaloum
BQG,Bago-Kusuntu
BQH,Baima
BQI,Bhilori
BQJ,Bandial
BQK,Banda-mbrès
BQL,Bilakura
BQM,Wumboko
BQN,Bulgarian Sign Language
BQO,Balo
BQP,Busa
BQQ,Biritai
BQR,Burusu
BQS,Bosngun
BQT,Bamukumbit
BQU,Boguru
BQV,Begbere-ejar
BQW,Buru
BQX,Baangi
BQY,Bali Sign Language
BQZ,Bakaka
BRA,"Bamanankan, Bambara"
BRB,Lave
BRC,Berbice Creole Dutch
BRD,Baraamu
BRE,Bitare
BRF,Bera
BRG,Baure
BRH,Brahui
BRI,Mokpwe
BRJ,Bieria
BRK,Birked
BRL,Birwa
BRM,Barambu
BRN,Boruca
BRO,Brokkat
BRP,Barapasi
BRQ,Breri
BRR,Birao
BRS,Baras
BRT,Breton
BRU,"Bru, Eastern"
BRV,"Bru, Western"
BRW,Bellari
BRX,Bodo
BRY,Burui
BRZ,Bilbil
BSA,Abinomn
BSB,"Bisaya, Brunei"
BSC,Basari
BSD,"Bisaya, Sarawak"
BSE,Wushi
BSF,Bauchi
BSG,Bashkardi
BSH,Kati
BSI,Bassossi
BSJ,Bangwinji
BSK,Burushaski
BSL,Basa-gumna
BSM,Busami
BSN,Barasana
BSO,Buso
BSP,Baga Sitemu
BSQ,Basque
BSR,Bassa-kontagora
BSS,Akoose
BST,Basketo
BSU,Bahonsuai
BSV,Baga Sobané
BSW,Baiso
BSX,Yangkam
BSY,"Bisaya, Sabah"
BSZ,"Basque, Souletin"
BTA,Bata
BTB,Beti
BTC,Bati
BTD,Batak Dairi
BTE,Gamo-ningi
BTF,Birgit
BTG,"Bété, Gagnoa"
BTH,Biatah
BTI,Burate
BTJ,"Malay, Bacanese"
BTK,Batak
BTL,Bhatola
BTM,Batak Mandailing
BTN,Ratagnon
BTO,"Bicolano, Iriga"
BTP,Budibud
BTQ,Batek
BTR,Baetora
BTS,Batak Simalungun
BTT,Bete-bendi
BTU,Batu
BTV,Bateri
BTW,Butuanon
BTX,Batak Karo
BTY,Bobot
BTZ,Batak Alas-kluet
BUA,Bunak
BUB,Bua
BUC,Bushi
BUD,Ntcham
BUE,Beothuk
BUF,Bushoong
BUG,Balau
BUH,"Bunu, Younuo"
BUI,Bongili
BUJ,Basa-gurmana
BUK,Bugawac
BUL,Bukusu
BUM,Bulu
BUN,Sherbro
BUO,Terei
BUP,Busoa
BUQ,Brem
BUR,Bura-pabir
BUS,Bokobaru
BUT,Bungain
BUU,Budu
BUV,Bun
BUW,Bubi
BUX,Boghom
BUY,Bullom So
BUZ,Bukwen
BVA,Barein
BVB,Bube
BVC,Baelelea
BVD,Baeggu
BVE,"Malay, Berau"
BVF,Boor
BVG,Bonkeng
BVH,Bure
BVI,Belanda Viri
BVJ,Baan
BVK,Bukat
BVL,Bolivian Sign Language
BVN,Buna
BVO,Bolgo
BVQ,Birri
BVR,Burarra
BVS,Belgian Sign Language
BVT,Bati
BVU,"Malay, Bukit"
BVV,Baniva
BVX,Babole
BWA,Bwatoo
BWB,Namosi-naitasiri-serua
BWC,Bwile
BWD,Bwaidoka
BWE,"Karen, Bwe"
BWG,Barwe
BWH,Bishuo
BWJ,"Bwamu, Láá Láá"
BWK,Bauwaki
BWL,Bwela
BWM,Biwat
BWN,"Bunu, Wunai"
BWO,Boro
BWP,Mandobo Bawah
BWQ,"Bobo Madaré, Southern"
BWS,Bomboma
BWT,Bafaw-balong
BWU,Buli
BWV,"Kenyah, Bahau River"
BWW,Bwa
BWX,"Bunu, Bu-nao"
BWY,"Bwamu, Cwi"
BWZ,Bwisi
BXA,Bauro
BXB,Belanda Bor
BXC,Molengue
BXD,Pela
BXE,Birale
BXF,Bilur
BXG,Bangala
BXH,Buhutu
BXI,Pirlatapa
BXJ,Bayungu
BXK,Bashkir
BXL,Jalkunan
BXM,"Buriat, Mongolia"
BXN,Burduna
BXO,Barikanchi
BXP,Bebil
BXQ,Beele
BXR,Purik
BXS,Busam
BXT,Buxinhua
BXU,"Buriat, China"
BXV,Berakou
BXW,Bankagooma
BXX,Borna
BXZ,Binahari
BYA,Babylonian Talmudic Aramaic
BYB,Bikya
BYC,Ubaghara
BYD,Benyadu'
BYE,Pouye
BYF,Bete
BYG,Baygo
BYI,Buyu
BYJ,Bina
BYK,Biao
BYL,Bayono
BYM,Bidyara
BYN,Bilen
BYO,Biyo
BYP,Bumaji
BYQ,Basay
BYR,Baruya
BYS,Burak
BYT,Berti
BYU,Buyang
BYV,Medumba
BYW,Belhariya
BYX,Qaqet
BYY,Buya
BYZ,Banaro
BZB,Andio
BZC,Bali
BZD,Bribri
BZE,"Bozo, Jenaama"
BZF,Boikin
BZG,Babuza
BZH,"Buang, Mapos"
BZI,Belize Kriol
BZJ,Belize Kriol English
BZK,Nicaragua Creole English
BZL,Boano
BZM,Bolondo
BZN,Boano
BZO,Bozaba
BZP,Kemberano
BZQ,Buli
BZR,Biri
BZS,Brazilian Sign Language
BZU,Burmeso
BZV,Bebe
BZW,Basa
BZX,"Bozo, Hainyaxo"
BZY,Obanliku
BZZ,Evant
CAA,Chortí
CAB,Garífuna
CAC,"Chuj, San Sebastián Coatán"
CAD,Caddo
CAE,Lehar
CAF,"Carrier, Southern"
CAG,Nivacle
CAH,Cahuarano
CAI,"Carib, Island"
CAJ,Chané
CAK,"Cakchiquel, Central"
CAL,Carolinian
CAM,Cemuhî
CAN,Chambri
CAO,Chácobo
CAP,Chipaya
CAQ,"Nicobarese, Car"
CAR,Carrier
CAS,Tsimané
CAT,Cayubaba
CAU,Caluyanun
CAV,Cavineña
CAW,Callawalla
CAX,Chiquitano
CAY,Cayuga
CAZ,Canichana
CBB,Cabiyarí
CBC,Carapana
CBD,Carijona
CBE,Chipiajes
CBF,Chibcha
CBG,Chimila
CBH,Cagua
CBI,Chachi
CBJ,Ede Cabe
CBK,Chavacano
CBL,"Chin, Bualkhaw"
CBM,"Cakchiquel, Southwestern, Yepocapa"
CBN,Nyahkur
CBO,Izora
CBR,Cashibo-cacataibo
CBS,Cashinahua
CBT,Chayahuita
CBU,Candoshi-shapra
CBV,Cacua
CBY,Carabayo
CCA,Cauca
CCC,Chamicuro
CCD,Cafundo Creole
CCE,Chopi
CCG,Samba Daka
CCH,Atsam
CCJ,Kasanga
CCL,Cutchi-swahili
CCM,Malaccan Creole Malay
CCO,"Chinantec, Comaltepec"
CCP,Chakma
CCQ,Chaungtha
CCR,Cacaopera
CCT,Choctaw
CCX,"Zhuang, Northern"
CCY,"Zhuang, Southern"
CDA,Choni
CDE,Chenchu
CDF,Chiru
CDG,Chamari
CDH,Chambeali
CDI,Chodri
CDJ,Churahi
CDM,Chepang
CDN,Chaudangsi
CDO,"Chinese, Min Dong"
CDS,Chadian Sign Language
CEA,"Chehalis, Lower"
CEB,Cebuano
CEG,Chamacoco
CER,Cherokee
CET,Centúúm
CFA,Dijim-bwilim
CFD,Cara
CFG,Como Karim
CFR,"Chinese, Min Nan"
CGA,Changriwa
CGC,Kagayanen
CGP,"Jingpo, Kachin"
CGT,Chagatai
CHA,Chala
CHB,Chenoua
CHC,Catawba
CHD,"Chontal, Highland Oaxaca"
CHE,Chetco
CHF,"Chontal, Tabasco"
CHG,Chiga
CHH,Chinook
CHI,Chilcotin
CHJ,"Chinantec, Ojitlán"
CHK,Chocangacakha
CHL,Cahuilla
CHM,Chitimacha
CHN,"Chinese, Mandarin"
CHO,Chaura
CHP,Miship
CHQ,"Chinantec, Quiotepec"
CHR,Chrau
CHS,Chumash
CHT,Cholon
CHU,Chulym
CHV,"Chinantec, Valle Nacional"
CHW,Chuwabu
CHX,Chantyal
CHY,Cheyenne
CHZ,"Chinantec, Ozumacín"
CIA,Cia-cia
CIB,"Gbe, Ci"
CIC,Chickasaw
CID,Chimariko
CIE,Cineni
CIH,Chinali
CIK,"Kinnauri, Chitkuli"
CIM,Cimbrian
CIN,Cinta Larga
CIP,Chiapanec
CIR,Tiri
CIT,Chittagonian
CIW,Chippewa
CIY,Chaima
CJA,"Cham, Western"
CJC,Chechen
CJD,Chamorro
CJE,Chru
CJH,"Chehalis, Upper"
CJI,Chamalal
CJK,Chokwe
CJM,"Cham, Eastern"
CJN,Chenapian
CJO,Ashéninka
CJP,Cabécar
CJR,Chorotega
CJS,Shor
CJU,Chuvash
CJV,Chuave
CJY,"Chinese, Jinyu"
CKA,"Chin, Khumi Awa"
CKC,"Cakchiquel, Northern"
